School Name,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,TestsTakers,TestsTaken,OneTest,TwoTests,ThreeTests,FourTests,FiveorMoreTests,Unnamed:9,Score=1,Score=2,Score=3,Score=4,Score=5,PercentScore12,PercentScore35,NumEnrolledGrades09through12,NumDropoutAllGrades,PercentDropoutAllGrades,PercentDropoutGrade09,PercentDropoutGrade10,PercentDropoutGrade11,PercentDropoutGrade12,NuminCohort,PercentGraduated,PercentStillinSchool,PercentNonGradCompleters,PercentHSEquiv,PercentDroppedOut,PercentPermanentlyExcluded,HighSchoolGraduatesNum,AttendingCollUnivNum,AttendingCollUnivPercent,PrivateTwoYearPercent,PrivateFourYearPercent,PublicTwoYearPercent,PublicFourYearPercent,MACommunityCollegePercent,MAStateUniversityPercent,UnivofMassPercent,Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,WFNum,WFPercent,StudentIncluded,CPI,SGP,IncludedInSGP,ReadingWriting,Writing,Math,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Town,School
Westfield - Fort Meadow Early Childhood Center,3250003.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0, 03250003,0.5,8.7,23.0,66.3,0.0,0.0,1.5,60.7,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250003.0,6.0,3.1,3.0,1.5,78.0,39.8,135.0,68.9,91.0,46.4,     234,0.0,,,,,,Westfield,Fort Meadow Early Childhood Center
Westfield - Franklin Ave,3250015.0,0.0,32.0,45.0,48.0,43.0,48.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0, 03250015,4.4,3.2,30.2,60.1,0.4,0.0,1.6,48.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,21.0,48.0,6.0,14.0,15.0,34.0,17.0,39.0,6.0,14.0,44.0,73.9,,,,,,3250015.0,34.0,13.7,10.0,4.0,32.0,12.9,180.0,72.6,164.0,66.1,     267,3.0,,,,,,Westfield,Franklin Ave
Westfield - Highland,3250025.0,0.0,55.0,58.0,66.0,63.0,73.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0, 03250025,2.4,8.6,14.5,73.2,0.0,0.0,1.3,53.9,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,23.0,33.0,7.0,10.0,16.0,23.0,34.0,49.0,12.0,17.0,69.0,68.8,,,,,,3250025.0,180.0,48.3,157.0,42.1,51.0,13.7,279.0,74.8,231.0,61.9,     438,9.0,0.0,2.1,0.0,0.0,0.0,Westfield,Highland
Westfield - Munger Hill,3250033.0,0.0,45.0,63.0,67.0,58.0,70.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0, 03250033,2.9,1.8,10.8,82.3,0.3,0.0,1.8,50.4,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,41.0,47.0,11.0,13.0,30.0,34.0,31.0,36.0,15.0,17.0,87.0,76.4,,,,,,3250033.0,14.0,3.7,2.0,0.5,73.0,19.3,127.0,33.5,92.0,24.3,     414,0.0,,,,,,Westfield,Munger Hill
Westfield - North Middle School,3250305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,199.0,232.0,0.0,0.0,0.0,0.0,0.0,676.0, 03250305,1.6,1.9,11.4,82.0,0.0,0.1,3.0,50.4,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,89.0,43.0,1.0,0.0,88.0,43.0,83.0,40.0,33.0,16.0,205.0,73.2,,,,,,3250305.0,21.0,3.1,2.0,0.3,129.0,19.1,262.0,38.8,179.0,26.5,     667,52.0,3.1,6.1,0.0,0.0,0.0,Westfield,North Middle School
Westfield - Paper Mill,3250036.0,0.0,61.0,72.0,67.0,69.0,72.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0, 03250036,3.2,0.5,23.1,69.2,0.2,0.2,3.6,52.4,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,26.0,37.0,7.0,10.0,19.0,27.0,41.0,59.0,3.0,4.0,70.0,78.6,,,,,,3250036.0,20.0,4.9,10.0,2.4,61.0,14.8,212.0,51.5,184.0,44.7,     453,4.0,,,,,,Westfield,Paper Mill
Westfield - Russell Elementary School,3250055.0,0.0,19.0,24.0,20.0,29.0,38.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0, 03250055,2.5,0.6,6.8,89.4,0.0,0.0,0.6,52.8,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,12.0,46.0,2.0,8.0,10.0,38.0,13.0,50.0,1.0,4.0,26.0,76.9,,,,,,3250055.0,4.0,2.5,0.0,0.0,26.0,16.1,65.0,40.4,47.0,29.2,     193,1.0,,,,,,Westfield,Russell Elementary School
Westfield - South Middle School,3250310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,198.0,201.0,0.0,0.0,0.0,0.0,0.0,588.0, 03250310,2.2,3.4,17.5,76.4,0.0,0.0,0.5,52.9,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,51.0,28.0,1.0,1.0,50.0,27.0,87.0,48.0,45.0,25.0,183.0,63.3,,,,,,3250310.0,81.0,13.8,46.0,7.8,126.0,21.4,334.0,56.8,272.0,46.3,     615,28.0,1.5,3.7,0.0,0.0,0.0,Westfield,South Middle School
Westfield - Southampton Road,3250040.0,0.0,64.0,70.0,70.0,67.0,75.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0, 03250040,0.9,2.1,11.3,82.4,0.0,0.0,3.3,49.6,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,45.0,52.0,16.0,18.0,29.0,33.0,38.0,44.0,4.0,5.0,87.0,80.7,,,,,,3250040.0,26.0,6.1,12.0,2.8,57.0,13.4,187.0,44.0,150.0,35.3,     467,2.0,,,,,,Westfield,Southampton Road
Westfield - Westfield High,3250505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,330.0,292.0,320.0,28.0,1257.0, 03250505,2.6,3.8,12.5,79.2,0.2,0.0,1.7,46.0,53.9,     343,     549,216.0,65.0,45.0,17.0,0.0,,149.0,170.0,137.0,64.0,29.0,58.1,41.9,"   1,234",20.0,1.6,0.3,3.4,1.9,1.0,       331,85.5,5.1,3.0,0.6,5.7,0.0,340.0,262.0,77.1,0.0,29.0,37.4,33.6,36.6,18.7,7.3,SCIENCE AND TECH/ENG,198.0,74.0,71.0,27.0,127.0,48.0,56.0,21.0,13.0,5.0,267.0,89.0,,,567.0,,549.0,3250505.0,81.0,6.4,46.0,3.7,205.0,16.3,450.0,35.8,334.0,26.6,"   1,332",85.0,2.2,5.2,0.0,0.0,0.0,Westfield,Westfield High
Westfield - Westfield Technical Academy,3250605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,142.0,126.0,133.0,0.0,541.0, 03250605,1.8,1.1,7.6,87.4,0.2,0.2,1.7,62.8,37.2,,,,,,,,,,,,,,,,     540,1.0,0.2,0.0,0.0,0.7,0.0,       104,93.3,1.0,1.9,0.0,3.8,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,69.0,53.0,7.0,5.0,62.0,48.0,53.0,41.0,7.0,5.0,129.0,80.6,,,475.0,,470.0,3250605.0,27.0,5.0,4.0,0.7,156.0,28.8,295.0,54.5,194.0,35.9,     544,48.0,0.2,8.6,0.0,0.0,0.0,Westfield,Westfield Technical Academy
Westfield - Westfield Vocational Technical High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,50.0,46.7,0.0,8.0,88.0,4.0,86.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westfield,Westfield Vocational Technical High
Westford - Abbot Elementary,3260004.0,0.0,0.0,0.0,0.0,128.0,119.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0, 03260004,0.3,19.1,1.4,76.3,0.0,0.0,3.0,49.6,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,88.0,73.0,44.0,36.0,44.0,36.0,33.0,27.0,0.0,0.0,121.0,91.3,,,,,,3260004.0,11.0,3.0,1.0,0.3,56.0,15.3,82.0,22.3,28.0,7.6,     359,0.0,,,,,,Westford,Abbot Elementary
Westford - Blanchard Middle,3260310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,193.0,218.0,0.0,0.0,0.0,0.0,0.0,590.0, 03260310,0.8,30.0,1.4,66.1,0.2,0.2,1.4,52.7,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,153.0,75.0,22.0,11.0,131.0,64.0,44.0,21.0,8.0,4.0,205.0,90.4,,,,,,3260310.0,117.0,19.8,8.0,1.4,82.0,13.9,119.0,20.2,32.0,5.4,     625,9.0,1.3,0.2,0.0,0.0,0.0,Westford,Blanchard Middle
Westford - Col John Robinson,3260025.0,0.0,89.0,105.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0, 03260025,1.0,26.8,0.7,69.1,0.0,0.0,2.4,51.5,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260025.0,44.0,15.1,21.0,7.2,26.0,8.9,57.0,19.6,16.0,5.5,     281,0.0,,,,,,Westford,Col John Robinson
Westford - Day Elementary,3260007.0,0.0,0.0,0.0,0.0,125.0,105.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0, 03260007,1.1,38.8,1.7,53.7,0.0,0.0,4.8,50.3,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,94.0,74.0,53.0,42.0,41.0,32.0,28.0,22.0,5.0,4.0,127.0,90.7,,,,,,3260007.0,89.0,25.0,8.0,2.2,54.0,15.2,89.0,25.0,19.0,5.3,     369,0.0,,,,,,Westford,Day Elementary
Westford - John A. Crisafulli Elementary School,3260045.0,0.0,0.0,0.0,0.0,109.0,107.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0, 03260045,2.3,27.7,2.6,62.1,0.0,0.0,5.2,47.2,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,88.0,73.0,46.0,38.0,42.0,35.0,29.0,24.0,4.0,3.0,121.0,90.3,,,,,,3260045.0,59.0,17.2,4.0,1.2,46.0,13.4,67.0,19.5,13.0,3.8,     347,1.0,,,,,,Westford,John A. Crisafulli Elementary School
Westford - Millennium Elementary,3260013.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0, 03260013,2.7,34.5,2.7,52.7,0.0,0.0,7.3,59.1,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260013.0,5.0,4.5,0.0,0.0,42.0,38.2,48.0,43.6,15.0,13.6,     149,0.0,,,,,,Westford,Millennium Elementary
Westford - Nabnasset,3260015.0,0.0,89.0,111.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0, 03260015,0.3,21.9,2.4,71.1,0.0,0.0,4.3,52.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260015.0,17.0,5.2,5.0,1.5,38.0,11.6,60.0,18.2,19.0,5.8,     364,0.0,,,,,,Westford,Nabnasset
Westford - Rita E. Miller Elementary School,3260055.0,0.0,99.0,108.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0, 03260055,0.9,31.0,3.7,57.7,0.0,0.0,6.7,49.4,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260055.0,57.0,17.5,23.0,7.1,56.0,17.2,88.0,27.0,20.0,6.1,     339,0.0,,,,,,Westford,Rita E. Miller Elementary School
Westford - Stony Brook School,3260330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,251.0,192.0,0.0,0.0,0.0,0.0,0.0,647.0, 03260330,1.1,26.6,0.6,68.9,0.0,0.0,2.8,52.4,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,170.0,68.0,17.0,7.0,153.0,61.0,61.0,24.0,19.0,8.0,250.0,86.0,,,,,,3260330.0,77.0,11.9,1.0,0.2,87.0,13.4,113.0,17.5,38.0,5.9,     700,32.0,3.3,2.1,0.0,0.0,0.0,Westford,Stony Brook School
Westford - Westford Academy,3260505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,433.0,443.0,388.0,4.0,1715.0, 03260505,0.8,21.3,1.5,72.7,0.0,0.0,3.7,50.7,49.3,     390,     695,197.0,116.0,50.0,19.0,8.0,,1.0,16.0,124.0,221.0,333.0,2.4,97.6,"   1,676",2.0,0.1,0.0,0.0,0.5,0.0,       400,98.8,0.5,0.0,0.3,0.5,0.0,409.0,372.0,91.0,0.0,40.6,11.3,48.1,10.8,8.1,16.7,SCIENCE AND TECH/ENG,425.0,97.0,293.0,67.0,132.0,30.0,13.0,3.0,2.0,0.0,440.0,99.1,,,620.0,,638.0,3260505.0,192.0,11.2,11.0,0.6,180.0,10.5,258.0,15.0,79.0,4.6,"   1,684",32.0,1.5,0.5,0.0,0.0,0.0,Westford,Westford Academy
Westhampton - Westhampton Elementary School,3270005.0,15.0,8.0,15.0,17.0,18.0,16.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0, 03270005,0.0,0.8,4.1,93.4,0.0,0.0,1.6,53.3,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,9.0,50.0,4.0,22.0,5.0,28.0,9.0,50.0,0.0,0.0,18.0,81.9,,,,,,3270005.0,1.0,0.8,1.0,0.8,27.0,22.1,40.0,32.8,17.0,13.9,     138,1.0,,,,,,Westhampton,Westhampton Elementary School
Weston - Country,3300010.0,25.0,58.0,60.0,81.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0, 03300010,6.3,15.9,11.3,59.3,0.0,0.0,7.3,45.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300010.0,25.0,8.3,14.0,4.6,40.0,13.2,71.0,23.5,18.0,6.0,     298,0.0,,,,,,Weston,Country
Weston - Field Elementary School,3300012.0,0.0,0.0,0.0,0.0,0.0,135.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0, 03300012,7.7,15.4,7.4,63.1,0.0,0.0,6.5,52.9,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,121.0,80.0,64.0,42.0,57.0,38.0,28.0,18.0,3.0,2.0,152.0,92.1,,,,,,3300012.0,32.0,9.8,12.0,3.7,48.0,14.8,75.0,23.1,18.0,5.5,     351,0.0,,,,,,Weston,Field Elementary School
Weston - Weston High,3300505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,171.0,199.0,150.0,1.0,694.0, 03300505,6.1,16.9,5.0,66.9,0.4,0.0,4.8,52.4,47.6,     272,     505,143.0,68.0,30.0,21.0,10.0,,26.0,58.0,110.0,164.0,147.0,16.6,83.4,     705,0.0,0.0,0.0,0.0,0.0,0.0,       178,98.9,1.1,0.0,0.0,0.0,0.0,172.0,141.0,82.0,0.0,58.2,8.5,33.3,7.8,0.7,7.8,SCIENCE AND TECH/ENG,153.0,82.0,73.0,39.0,80.0,43.0,33.0,18.0,1.0,1.0,187.0,93.9,,,628.0,,636.0,3300505.0,82.0,11.8,9.0,1.3,119.0,17.1,168.0,24.2,37.0,5.3,     714,1.0,,,,,,Weston,Weston High
Weston - Weston Middle,3300305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,159.0,165.0,0.0,0.0,0.0,0.0,0.0,484.0, 03300305,6.4,16.5,4.1,67.6,0.4,0.0,5.0,49.8,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,134.0,76.0,20.0,11.0,114.0,65.0,37.0,21.0,5.0,3.0,176.0,90.3,,,,,,3300305.0,49.0,10.1,10.0,2.1,81.0,16.7,106.0,21.9,11.0,2.3,     520,4.0,,,,,,Weston,Weston Middle
Weston - Woodland,3300015.0,20.0,59.0,79.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0, 03300015,5.7,14.4,6.4,70.8,0.0,0.3,2.3,52.7,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300015.0,15.0,5.0,11.0,3.7,30.0,10.1,56.0,18.8,14.0,4.7,     311,0.0,,,,,,Weston,Woodland
Westport - Alice A Macomber,3310015.0,50.0,103.0,104.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0, 03310015,0.8,0.0,2.7,92.5,0.0,0.0,4.0,54.7,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310015.0,11.0,2.9,10.0,2.7,76.0,20.4,152.0,40.8,101.0,27.1,     389,5.0,,,,,,Westport,Alice A Macomber
Westport - Westport Elementary,3310030.0,0.0,0.0,0.0,0.0,121.0,109.0,124.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0, 03310030,0.0,0.4,3.9,89.2,0.2,0.0,6.3,53.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,83.0,58.0,24.0,17.0,59.0,41.0,49.0,34.0,11.0,8.0,143.0,83.4,,,,,,3310030.0,8.0,1.6,4.0,0.8,99.0,19.5,195.0,38.5,124.0,24.5,     504,0.0,,,,,,Westport,Westport Elementary
Westport - Westport High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,57.0,68.7,0.0,22.8,43.9,33.3,43.9,5.3,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westport,Westport High
Westport - Westport Junior/Senior High School,3310515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,118.0,93.0,59.0,98.0,67.0,0.0,550.0, 03310515,0.7,1.5,2.7,91.1,0.5,0.0,3.5,54.9,45.1,      64,     114,26.0,27.0,10.0,1.0,0.0,,21.0,25.0,37.0,28.0,3.0,40.4,59.6,     314,5.0,1.6,5.0,0.0,1.4,1.2,        81,98.8,0.0,0.0,0.0,1.2,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,139.0,62.0,48.0,21.0,91.0,40.0,69.0,31.0,18.0,8.0,226.0,83.5,,,557.0,,528.0,3310515.0,16.0,2.9,0.0,0.0,85.0,15.5,179.0,32.5,129.0,23.5,     584,29.0,2.1,3.3,0.0,0.0,0.7,Westport,Westport Junior/Senior High School
Westwood - Deerfield School,3350010.0,0.0,18.0,29.0,33.0,42.0,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0, 03350010,1.0,9.0,5.0,78.0,0.0,0.0,7.0,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,35.0,74.0,18.0,38.0,17.0,36.0,10.0,21.0,2.0,4.0,47.0,91.0,,,,,,3350010.0,9.0,4.5,9.0,4.5,31.0,15.5,41.0,20.5,7.0,3.5,     235,1.0,,,,,,Westwood,Deerfield School
Westwood - Downey,3350012.0,0.0,45.0,43.0,42.0,42.0,45.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0, 03350012,0.4,17.2,3.2,74.4,0.4,0.0,4.4,57.6,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,40.0,78.0,19.0,37.0,21.0,41.0,10.0,20.0,1.0,2.0,51.0,92.6,,,,,,3350012.0,21.0,8.4,7.0,2.8,53.0,21.2,73.0,29.2,19.0,7.6,     252,0.0,,,,,,Westwood,Downey
Westwood - E W Thurston Middle,3350305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,261.0,261.0,0.0,0.0,0.0,0.0,0.0,793.0, 03350305,4.0,11.1,3.9,77.8,0.0,0.0,3.2,49.6,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,171.0,67.0,16.0,6.0,155.0,61.0,77.0,30.0,8.0,3.0,256.0,87.2,,,,,,3350305.0,41.0,5.2,4.0,0.5,146.0,18.4,183.0,23.1,42.0,5.3,     802,11.0,1.2,0.1,0.0,0.0,0.0,Westwood,E W Thurston Middle
Westwood - Martha Jones,3350017.0,0.0,53.0,40.0,47.0,48.0,51.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0, 03350017,0.7,10.2,3.4,80.9,0.0,0.0,4.8,50.5,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,42.0,71.0,28.0,47.0,14.0,24.0,15.0,25.0,2.0,3.0,59.0,89.4,,,,,,3350017.0,10.0,3.4,0.0,0.0,23.0,7.8,34.0,11.6,13.0,4.4,     299,1.0,,,,,,Westwood,Martha Jones
Westwood - Paul Hanlon,3350015.0,0.0,47.0,31.0,36.0,38.0,42.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0, 03350015,0.9,13.6,3.6,78.6,0.0,0.0,3.2,52.3,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,35.0,76.0,16.0,35.0,19.0,41.0,9.0,20.0,2.0,4.0,46.0,89.1,,,,,,3350015.0,14.0,6.4,3.0,1.4,30.0,13.6,41.0,18.6,11.0,5.0,     224,0.0,,,,,,Westwood,Paul Hanlon
Westwood - Westwood High,3350505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,236.0,260.0,250.0,3.0,1002.0, 03350505,3.3,6.5,2.4,86.2,0.0,0.0,1.6,46.4,53.5,     301,     612,128.0,88.0,46.0,28.0,11.0,,8.0,46.0,130.0,207.0,221.0,8.8,91.2,     999,1.0,0.1,0.0,0.0,0.0,0.4,       253,96.8,2.4,0.0,0.4,0.4,0.0,247.0,217.0,87.9,0.0,57.6,2.8,39.6,2.3,7.8,16.6,SCIENCE AND TECH/ENG,241.0,96.0,143.0,57.0,98.0,39.0,8.0,3.0,3.0,1.0,252.0,98.5,,,591.0,,602.0,3350505.0,38.0,3.8,2.0,0.2,161.0,16.1,196.0,19.6,47.0,4.7,"   1,004",5.0,,,,,,Westwood,Westwood High
Westwood - Westwood Integrated Preschool,3350050.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0, 03350050,0.0,15.2,6.5,71.7,0.0,0.0,6.5,71.7,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350050.0,5.0,10.9,0.0,0.0,20.0,43.5,23.0,50.0,7.0,15.2,      48,0.0,,,,,,Westwood,Westwood Integrated Preschool
Westwood - William E Sheehan,3350025.0,0.0,38.0,46.0,54.0,68.0,51.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0, 03350025,0.6,6.3,4.7,83.3,0.0,0.0,5.0,52.2,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,45.0,83.0,21.0,39.0,24.0,44.0,9.0,17.0,0.0,0.0,54.0,94.9,,,,,,3350025.0,11.0,3.5,5.0,1.6,44.0,13.8,57.0,17.9,14.0,4.4,     348,0.0,,,,,,Westwood,William E Sheehan
Weymouth - Abigail Adams Middle School,3360310.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.0, 03360310,7.2,4.3,10.0,74.7,0.3,0.1,3.3,48.9,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,172.0,37.0,51.0,11.0,121.0,26.0,226.0,49.0,67.0,14.0,465.0,70.1,,,,,,3360310.0,101.0,11.1,14.0,1.5,166.0,18.3,387.0,42.7,287.0,31.7,     972,66.0,6.4,2.3,0.0,0.0,0.0,Weymouth,Abigail Adams Middle School
Weymouth - Academy Avenue,3360005.0,0.0,52.0,67.0,49.0,60.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0, 03360005,3.6,7.2,10.1,74.9,0.0,0.0,4.2,51.5,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360005.0,61.0,19.9,35.0,11.4,41.0,13.4,123.0,40.1,76.0,24.8,     330,0.0,,,,,,Weymouth,Academy Avenue
Weymouth - Frederick C Murphy,3360050.0,0.0,43.0,45.0,50.0,48.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0, 03360050,6.5,1.2,8.9,76.0,0.0,0.0,7.3,52.4,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360050.0,11.0,4.5,1.0,0.4,55.0,22.4,98.0,39.8,70.0,28.5,     247,2.0,,,,,,Weymouth,Frederick C Murphy
